"Date","Tickers"
"2009-09-11","MNI AFL ALL MET ADP MTB JCI HSY AEM FXB FXA UUP PG BBRY NOK ECLP S T VZ AAPL AMT AMX TSRA QCOM FSL GLS AMGN NVS PVI SHM SMB"
"2009-09-10","SUNEQ SUN GNW ODP FITB GILD CMP GPRE BIOF AVR HON LMT BA VVUS XTO NHWK AUQ RBXLF ABX COT FLIR JPM GS AIG DPS KO FSLR STP TSL"
"2009-09-17","DFS FITB XLK IYW PTF EEM BZF PCY KR SWY SVU DDMX IVAN AAL PRGO SCHW ETFC AMTD KITD CVM NVAX BDX T VZ ERIC UNG CHK XTO BBBY BAX WMT WBS KRE"
"2009-09-16","PLCM BAC KMB PFE GLD GG KGC UHS WMT AXA BX TMXXF TAN FSLR"
"2009-09-15","MIICF KR ECH EWZ GNW AZ ING YHOO APL BWP OKS HENOY STWRY SAP GMO XME TCPTF AFAM WVVI STZ BCR BIDU SINA SOHU MCD BKC YUM"
"2009-09-14","BDWRF VZ SIGM MSFT CSCO MAT PSA LSI GLD TRIT AMX DMLP PALM AAPL BBRY IIIN BHP AA ACH PIR GOOG IAC GCI"
"2008-04-21","ARCH CCRN TKC VOD FMCC FNMA BRGYY EQIX BSC ETFC CFC CZZ ECH ENIA XLF MER AMTD FSLR SPWR STP BWEN KGC MON POT AGU LULU S MDGL"
"2008-04-22","XLI CAT HON AUY GG ABX BRLC TXN BAC AMP CHCGOLD ETLT CBAK GRMN NFLX BBI CMVT ULCM VRNT MRK ETG TSL STP CSIQ MAN"
"2009-09-18","INTU CMG ABT AAPL NSRGY GE MSFT GS ALL CBY MDLZ BBY GLD SPY ARNA IMUC GILD SPLS ODP OMX PGJ CHU FXI EA ATVI THQIQ CYCL BIOS RAD HLF TIP"
"2008-04-24","SII BHI BJS AAPL COW TBSI ANW DRYS MTW SYMX CNX MSFT SBUX SKIL GAP UPLMQ QQQ IWN SPY FORM SOL YGE TSL SAY CMG"
"2016-02-29","MU INTC SEDG AMZN FSLR FCAU RLYP SBRCY CPXX VALE MSFG VECO TSLA GOOG GOOGL CECE SSRI BIDU AGO FB MEET TTWO AJRD IIIN ORAN TGB TGCDF DPMLF BAC CLC GXOCF DIS AAPL IMMR NILSY QIWI PTX FIT PTCT VZ DPZ HIBB SDLP IBM HUSKF SPLK HBM ACDVF AREX CBNC VRX HMC IONS KTOV OUTR SODI RSPP CMI BBEPQ MSFT F MORN"
"2008-04-27","ABG PAG KMX APA BG FCX JOE BBEPQ BTE SPP RCL YRCW WL"
"2016-02-28","PEGA SPWR CHGG LUCRF SDRL JPM EXSR CAKE AAPL CRM IBM CHK ENPH RUN SCTY GE CNQ AZO KO LH EL BCS CBI SEAS"
"2009-11-05","DIS AB VEDL BND SHY LQD FUN CEW PNC JPM C HINKF RIG MRK HEB CLNE WPRT APC FXA DBV COP MRO CVX HK ARCC AFC SAFM SFD TSN EBAY CWB IMN TDK FUJI KTCC CMO BWEL MRVL CSCO JNPR"
"2009-11-04","BRKA BRKB BNI SH SSO EDZ CELG TXRH PFCB PEET UVE FNHC HCI SLV MON L CNA WIT COSWF SCHW AMTD ETFC BIDU CTRP CSE GLD SO CNP FPLOLD"
"2012-04-25","ITW SYMC AHS NBR COP CVX PH DD CMG F PVAHQ SB COSWF CGA QRVO TNC GSK NAFC GOOG PEG AAPL LNG VRTX GLW ABT AGN EDAC DSX WIN AMX T CJES NUOTQ ACPW AONEQ BCONQ PFE SNY MOD SCEIQ GRPN MCD MNKD GALE SKUL DANG CVE AMZN MNOV TXT YHOO MSFT AGU JNJ GS APC GNTX BEAM"
"2008-09-10","DUG DIG IYE GULF AFK FRN LEH OMG BNI CSX UNP HERO ORA UTX MCD SBUX PRSG PRD OC OLN"
"2012-04-24","C TXN YHOO AAPL MSFT HD BBBY LOW PFE WIN TPX AXP BHI VVUS VIVHY SAN TSLA CAKE CAT TEF ATVI COG BP EOG ARNA CLX SU IBM TEL UTX XOM SIRI GLW PCP XRX HPQ JNPR INTC KERX NPSP WMT AMZN GOOG TWTR PH BBRY AOL FSLR BAC HTLF AZN NGPHF PRTK ZNGA AVB EQR GGP NFLX MDGN COP SODA DELL NBL P"
"2010-10-31","NMRX VTRO SVNTQ NVS BMY GSL HAV CRPWF VWDRY LPS NEE DIA SPY QQQ"
"2009-11-06","DELL HPQ AAPL MSEX AAN MCHP VECO CREE PBW TAN FAN BRKA BRKB BNI GOOG MSFT BBRY APU SR SE BRNC CLR MAA AVB ESS BDWRF UNP"
"2008-01-01","FCEL CPST CPTC"
"2012-11-16","NSC INTC FSL PBI SIRI WPRT DE MSFT HPTX AMPE CAT JOY MEIP AUY VVUS AAPL BBRY DELL S AMRN HPQ NOK LINEQ VNR BTUUQ ETP ETE GILD BMY GOOG BIDU SIEGY HPY POOSF ATW NTAP TGT ARNA VRTB VRTA ASEI AZN VIEW FH GSVC SVVC TWTR COG DVN BBY HD TVIA"
"2012-11-17","NVDA TYL SD NFX GRPN Z AAPL DAL FH GOOG POT"
"2012-11-14","AAPL INTC WFT RUE HPQ SLW NVDA ORCL SIRI LMCA FONR S GOOG T FH SDRL NOK FN MDLZ TEVA XRX BA JBHT L MOS CELG CSCO FB SBUX PTN CHD PAY ANTH QCOM ARO ANF ARNA CNRD NVAX COG SWN GE ACFN GM CLNE XOM PWE OIL KKR VCEL CUR CLBS HZO KO TVIA DSCI IAG VTG VVUS BOBE CBRL P ATRS HD HK"
"2012-11-15","FH SIRI RIO LOCM ATVI TSLA CNQ TROV NOK AAPL JBLU DMND NVDA D AET CI CNC TVIA CSCO ABUS WMT SBUX DE DHI PRZM IMMR CVX NTAP SDRL FBER SYNC GRPN WFC BBRY MUX MNST VLO MBI"
"2012-11-12","AA KOG XOM AAPL HZNP GALE RCPI PFE PBH LUK BP SNCR S DVMT PEP VRTX MRK BMY ORCL GRPN DVAX CSCO NOK FDO NPCUF CPSS CAR PSEC GOOG TESO TTWO PLCE FB DIS CVX STEC FCX FH YRCW POZN T C SODA SIRI IMGN"
"2012-11-13","TCPTF INTC EBAY MSFT CAKE SBUX DMND NM ALV AAPL PAY REGN PBI AFL JPM CWEI GE NOK TSLA DVAX DXI XIN T UA VLO TM INUV VZ AEZS AMRN LF ARIA PBH NVO RSG NESC SLF AMZN FH SPA AUMN ATTU ESI"
"2012-11-10","ALK ERF MNST ODP"
"2012-11-11","COH F GM XIN CLIR PCP GRPN MNI"
"2012-04-26","BIDU CAT HOG AMZN AIG NVS CLF TTM SSYS AZN AAPL GOOG V LF TCK NUAN INTC ABT WMT APA CHK ORCL VRTX MO BBRY VRSN ATRS SYNA DISH HPQ MSFT YHOO GE SBUX KO PLX JBHIF CERN DVN ABX NEM SWKS ARBA OXY CORT LVS WDC SIRI NEPT VALE XRX SINA SOHU ENTR AEM CCJ BA ACOM"
"2009-05-02","SPY GM F TM"
"2009-05-03","DV NILE PBCT MBT VIP VOD LIMC UA COLM BDWRF EXAS CAT GLD UGL CLX KMB PG DRC CDNS MENT SNPS DVA"
"2009-05-04","ANF GEOY DGI RICK SYNA BP CEO E FRFHF BRKA KIE NTRS BK SO EQT CNEP LPIH HOO JSDA ESLRQ FSLR KWT AMS PROJ IMMR LGERF NOK CHKP WYN PCXCQ FCL BTUUQ"
"2009-05-05","EWZ BZF PBR GEOY DGI ARCB NE BVF ACAD ARCC DHT DPM GDX ABX AEM ECA PXP MRCY BP JNJ SFSF SFD COW SYY EWD EWL EWU COSWF"
"2012-11-18","AAPL DELL GOOG PAA PCP FH"
"2012-11-19","IMH CSCO PGLC MSFT AEZS AAPL GE NLY ANFGF DULMF RMRCF DOLE DWA DELL LMT DG COP INVU HK SRPT JPM TVIA AMRC LGF TSLA BRCD BBRY SWIR PG MCD CTCT ITRN DLTR INTC EXK VELTF YHOO CLBS BAX OMEX CACI CSC NQ WPRT BNS DDD FH SPKKY CHK SD MA GTATQ NAV DXPE BIDU BAC ANAC ORCL VVUS ARNA HD"
"2006-08-02","CPST SCUR CEO XOM MO"
"2012-04-23","SAN IBM AAPL CRWN DIS GLCNF C F LSI DHI GE DRYS MARK MSFT DNN COP QCOM SIRI RIO APC NEM MBT VIP BAC EZPW GG STT RENN KOG DKS NVDA MCD CSCO AGNC VLO AZN KERX CAG ZIOP DNDN GMCR WMT HLX ICL CTL FSLR GALE OAS STX PII RVBD TPX MCPIQ"
"2012-04-22","CMG EA SIRI APRI AAPL CTL ELY EZPW EIS UTX CVX WLT JPM DELL BHI GSFVF CHK EGO ORCL DY COP"
"2009-10-20","XIDEQ CBAK CHP AAPL ATHR SPY DIA QQQ GLD APC JJC FCX SCCO AONEQ ANPI ANIP GSK PPHM CLVLY FXI PXMC EROC GSI MTOR ATVI SNE MSFT SGOL GCI ETFC AMTD CLDX SSRI GDX CDE JNJ WMT BRKA PWE ERF PGH CVM BIEL"
"2009-06-18","GGN PBR IMO CTRP CNEP PTR SNP FNB PVSW SYK ZBH MDT SIRI TM AAPL XOM RDSA ETFC WFC TCBI MHH VTAL CHDX TECH JBL YGE SOL TAN KWT CVM CSUH INSM DDRX"
"2012-04-21","TVIA"
"2009-06-16","VENGF AUREF TLM IPCR MXGL VR ECA KOL UNG SYY DIA SPY QQQ AIM MRM JAZZ AEZS CHDX ITA PPA AAPL T BBRY SLAB MMM MLI XLI BDSI"
"2009-06-17","LTON BAC KO PEP STO ALXA XOM AEO FDS GS WMT TU BCE DGWIY RINO DIA SPY QQQ HEAT ABE GLD VRX SUG SBS PBR VALE RUGGF COMV ENOC CTCM COH GGP TM SIRI AET UNH GSK INTC MRVL"
"2009-06-14","CGA CAAS BDSI RMBS RIG"
"2009-06-15","OIL DBO USO WM KZ CLX TGT BCR ITA PPA BA ERJ SYK LFT ABT GME GDX BK MHH GILD CSUH CPST PWE UNG PGH IYT KEX CKH DSX SUN ETFC TCPTF DIA SPY AXP MMM AZN ATNI JCI ENS XIDEQ DBE USL DBC GSG MOO RS NFYIF PRPX FGROF"
"2009-06-12","EQIX LXK HPQ SPPI HRBN CDCAQ CLX CALM AMX BZF FXM GERN SLW AGU CF TRA RIG USO DTO LDK XLB XLK XLY UNG PTM DBA HEINY"
"2007-10-19","CLF ELOS OWW CAJ WU"
"2009-06-10","LULU LLTC HOG CSIQ ETFC CVM SRPT CAT DNDN XTO DVN CHK BYDDF VLKAY BRKA ARNA PBR CABLF GRRF TPI AMAT NVDA SSTI STEC INTC WIND PEI BDN LXP SKBO ADY EFUT AAPL KDDIF ALVR"
"2009-06-11","BBRY VEDL NDN NOC GTA CHU TIVO TSRA HPQ INTC AAPL AGEN GSK COL CTT VNDA ABM HD"
"2007-10-18","IMGN NE MINI AYE BAJFF SYK ZBH UST ITW"
"2009-06-04","ECA CLR BRF CPL SBS TXN CMN KHC TIVO DISH CHTRQ SMID AGO DENN MPAA CGW TLT TBT BVF GSK JNJ HZO ADX CSQ CHY L DO BWP BRGXF"
"2012-04-20","GRPN DDMGQ NOV CHK QCOM TOT DVMT BIDU CVE DECK CYSVF AEP BAC VZ MRO MPO CTL AAPL SD JPM MT DNDN YHOO TEF FCX BMY ADBE AIG BCH DELL CROX IBM EBAY JNJ GE TLK TMO BREW MSFT PGNX CB WBMD GSK SIRI WFT"
"2007-12-11","DBA FLIR EGT HOG MCO ODP AEO ARO ANF BX FOF SAN XOM BP CVX MNK NYT"
"2015-05-30","SUPN JIVE CTRP WPX SGYP MU DATA BOBE INO NPK ARKR MBLY GME KBCSY BAYZF BAYRY ADWPF AREX DBSDY VRTX PDRX AMBS GM LONE KORS GE LOPE"
"2015-05-31","TWX AAPL IMAX DATA SPLK GLUU TRUE TSLA RTN RAMPF GPRO GME CTL LL FITB JWA CSIQ SDRL LB AAL WMT NVDA"
"2007-06-22","FMCC TASR FCSX COGN ECPG PRAA WDC SDTH RVSN PVD IFN IIF INP COP E PZE FIG"
"2009-10-28","HAO CEDC FBT BTK AGEN FSLR SPWR KWT BIK EEB BKF MT SLX RZTIQ BDWRF GOOG MSFT AAPL ACM INT XOM IMUC EXEL RRC CHK PBR APC SLW CDE SSRI ACL NVS NSRGY NFG GLNG FNF LCAV T VZ CTL"
"2007-04-29","GMKT VLO REXI USG BDAY AAPL DELL INTC TTEK"
"2006-09-17","ERJ UXG OPTN GOOG ISIG TALN DFC JUPM GYI AFFX IVGN BDX FMD"
"2009-10-29","MTW NICK PAYX ADP JNJ VZ T UBET WYNN LVS AFC ACAS ARCC FPLOLD V COP ETR GGP IBM IRDM CORE CXW BDSI NVD CVM GLD AAPL CRNT JNPR"
"2007-04-23","GE YZC MEE SHW NFX KALG MMM MMC BRKA WLTW MSFT MNST TSRA CMG CNX CXG CSD PFE MBI SKM S ZIGO DIVX AEGN MANT DBC GSG JCI OPMR AMD INTC GLD UAEYF SXRZF KHRIF ULGX GSF RIG DO"
"2007-04-22","WM RSG AW ETFC AMTD JOY"
"2007-04-20","T VZ CHL ATW ISRG OVTI AMGN IFN IIF INFY TATT"
"2007-04-27","BSI SUNEQ TXRH PMTI ZRAN VCI ZBH OPK RHHBY"
"2009-06-07","BWLD SDS SKF QID FCX TCPTF DBO OIL USO HD LOW SWK ALL LMDIA T DRC FLS"
"2011-11-16","IOC DIS AKS F GM TM CTRP IMUC MDVN DNDN ANIP ATRS SAP DMEDF AVAV XRX VSH SIRI REGN AMGN WMT MSFT IPCI GERN SVFC PSTI BAC ATVI SPY EUFN BBVA VLO NVDA GTATQ CAMP ECA CQP AAPL AVP"
"2007-04-24","PPH ABT LLY RESP RMD DNDN MCD EAT WEN KBH TOL NVR ICAB SCI STEI HB SYNL OVTI"
"2007-10-10","CRNT THMR ABPI POZN BG"
"2013-01-03","CVX FHCO XOMA DE GOOG PSX SIRI EXP LVS RDSA NOK MNTX AMRN HALO DTRM MOS EC UNP BKS GPS MNK PPS SDRL NBHGY EXPE TSM BHP CRUS MSFT NSPH DFS AAPL INTC FH IMMR RUTH EDAP LXRX TEX KCAP POEFF ALC GNRC FCFS CNI CALI SKUL PBR"
"2007-12-10","SWSIP DKS SHFL BBRY JBLU CKSW GE BUCY MU NPUCF CROX ABX GG NG NCTY MCO HLYS CCTYQ ARUN MKSI SIMG MA"
"2007-10-17","MA BLK INTC AMD LDK PAAS BA"
"2006-09-13","BA PDLI AAPL TTWO CSCO RVSN CHKP"
"2010-05-01","BH CEW GDX GDXJ"
"2007-08-30","PCH SNUS CWTR RACK MO PMIR FIG"
"2007-08-31","T HEI MTSN"
"2008-07-13","AAPL BIDU PWRD DD DOW ROH IYR XHB CNH CMPR IPSU BSX PRXI"
"2007-10-15","TSM SIRI SQNM HEM GHDX EGLT VIV ELP CBAK SVA GT WMT WU JHTXQ NIHD SHA"
"2009-06-06","AAN EZPW"
"2011-11-11","STX MCPIQ EBIX DIS TIS MRTKF NVIV FITB UAL MRK LOW AAPL SCHW E VSB SLB ATVI FLR EXPD HPQ VTGN NWLNF"
"2007-12-13","MTL PBR EWZ FACE HBRF PCZ CRT JNPR FFIV FDRY SIRI NETM DOX GS MR PAL CRI SHW DOW IKAN"
"2006-09-18","ETR PPL CNL TREC AUQ UN NSRGY ADBE"
"2008-07-17","HOG SMTS CSIQ SPY IWM EFA ASH RRC REXX QRCP FMCN FSLR HQCL O AAPL SHLD ABT WFC DDUP YUM CCL MDU INTC CSX BAC C GS AVAV OTTR FAN"
"2006-07-18","PSDV BFAM PTR VLO COP TSN UTX CACB"
"2008-02-18","WMT SCCO ABB EMR HON EFUT ESP WFC TRN EEM"
"2006-09-19","MRO TWX GOOG YHOO CCJ URZ BBRY NOK PALM FINL"
"2006-07-19","ABBI MNI RAI CACB MWP ORCT BP NFLX GOOG YHOO WMT MSFT MCD"
"2009-01-14","GCGMF AAPL SQNM EXAS DBA GLD OIL BLXJF MCQPF INRGF AOG ATLS AGIBY IRE AIBYY DRYS EWJ DFJ TYI INTU GSK SID"
"2008-07-23","XLF GS AAPL TEX CI SMSMY GOOG COST SIRI XTO ISRG CVX PFE ILMN VSUNQ"
"2008-11-30","CMLP KWK BWP XOM UNG YHOO FRO CTS BAC JPM WFC"
"2007-12-12","QXM CHL ABE MIICF IKAN WMT T UNH AFL DHR GLD ESV PCZ"
"2006-07-10","MMR"
"2007-04-12","ALJ BBBY GORO SYNA BWLRF NWS GOOG T SNP CENT OPK"
"2006-07-11","GM HSH MMM LIFC CKCM STLW"
"2006-08-08","KSU BNI CNI SPWR DSTI ESLRQ"
"2007-04-13","SKS EXLLF SIMO WDC CLAY AAPL PBW SPWR ESLRQ PLCM SPY CTSH BAC LVS ADSK"
"2006-07-16","CNOLD PCW"
"2009-06-03","MTH ILMN SIRI ESLRQ CMPR AGEN BDSI XOM BP CEO EPCT CEB BEE XTO CHK USO GNK HESAF SWGNF HEB RICK GLD FUQI JADE BBRY AAPL PALM PBR"
"2013-01-07","EGHT ONXX HLF AMAT SCTY RSH HUN CQP KSS GPS AAPL GOOG S AMRN DIS ATRS ATVI V NL MLNX GMO JCP AN SODA STVF UL SD AIG NVDA CLBS DNDN APKT LXK MSFT DWA EPAX SIRI QCOM CVO"
"2009-01-04","HES GE AMZN XIDEQ ENS CHP TESS GLD GDX MNTA NVS TEVA MAR SYMC BMY DAL TBT TLT MUB AGQ DBS PHO PIO CGW GKM CBB CYH STR MNRTA SFL APL GRH DNN SKS JCP JWN"
"2009-01-05","WBA GEOY CMG EHTH IAU GLD SLV DWCH PVSW SPY QQQ DIA MTOR AEC BBV DRYS IMAX JNJ ATVI GVHR"
"2009-01-06","SLV DBS USV RIG CAT AAPL XOM TOT PTR MYL AGN BBRY MSFT HD LOW FTI IMGN RHHBY DIA QQQ SPY MUE NVG MOO NDSN INTC TBT NAT"
"2009-01-07","AA COP XOM CVX NAV UYG OMG GLD SLV DBA MGA DBC GSG OIL GEX SPY COST NEM INTC CSCO USO CEG AN KMX QQQ DIA ELGX AQUNF"
"2009-01-01","PGH GDX MIICF LMT COL GSAT CKSW ABAT ACPW ALTI VSR CMEDQ TBSI ACM"
"2009-01-02","EHTH CERN MDRX MCK LUFK NG SA XRA PZI FDM IWC"
"2008-12-30","AVAV AXYS SOL LDK XSD VIEW MRVL MCD YUM JMBA DOW ROH BRKA O KMP ED XTO CHK WFC BHP UUP SCO DUG IAC RHIE ACGY MUE NVG PFF"
"2008-12-31","BRKA BRKB XOMA HYG IVV MSFT APPY SVNTQ NFLD AHBIF GOOG CREE FAN GE"
"2009-01-08","NCX NS AMGN ARQL CEPH WSM GLD SLV TLT DIA QQQ EMB HYG AGG"
"2009-01-09","RPRX FNIO RWR VNQ GLD IAU GDX EMR APD X DHT FRO OSGB GAP AMAG FMY ASEI KO SHLD LAZ"
"2015-12-30","CELG LMNX WMT AA OHGI MEIP HOLI V PLT ABSSF ABDNY SMRT CIG ON FNSR PACD CBS DIS JBLU LULU EXXIQ BEN OTIC SAVE BBW CSIQ DDD BKS MEET UBER PTSI LNG PDPYF MOFG HSY SIEN BRKB BRKA PAG SCHL CBK GPS PNC WEX EFII MNTX VRNT MYRG VZ BAC SPA NKE M BBEPQ PLAY BBBY NVO AAL"
"2015-12-31","FCUUF FB SIRI RL RUBI MORN RSGUF BBY C SCSS BH BKE ROVI SHAK HIBB ABX ORIG DDD GILD CAAS SCOR MRO GE HOG FEYE PANW WYNN GXOCF TIVO LOW VRTS CONN VRX RHT JBLU GMNZF PNRA DNKN JCP TWTR CSTE CTSH GOOG GOOGL AMZN TSLA BRCD NKE PLUG PCLN HD"
"2006-12-22","PNNW TCMI CSD KSWS"
"2007-12-19","STAR BBRY SYNA RIG DO CAM RTK TGT JWN ADG SCX FMD AWI"
"2013-01-06","GLW AAPL ATHX BBRY ACAS BIIB TVIA FCX CTB CAT WINT S VZ JPM SVU AVNR MSFT FARM"
"2008-09-17","AIG BCS TWM PAAS MMM SCHW AMTD ETFC"
"2007-12-18","LDK TWER GM TRQ PSPT ETEL SGP PFE JNJ TSRI DRYS EXM TBSI CMLP TMY UWKI MON XNPT AMZN NED EDU CYRN IEMMF AVMNF BWLRF BRKA BRKB"
"2011-01-14","MDRX BAC CNX GPC TMUS INTC YHOO AAPL GOOG MSFT ITW BWA XRX BZH DHI HOV HI SPY CETV GSFVF NFLX"
"2011-01-15","GTATQ"
"2011-01-16","FFD FRN PMNA PXD OMVKY WIXFF PRTK TGT"
"2011-01-17","BLK BEN IVZ ILF TEO TSP ITG BR CHL MIICF DNN CCJ ATML AAPL SSNLF SSN RRC BGPIQ BIF DIA VZ BA MCD LDK AKS X STLD"
"2011-01-10","DF LWAY CNEP WINA TRBR CCOI GLRE ONP BCE LINC DG ALK ASMIY CBPO GDX GLD UBG RXPC ASML NINOF KO VCEL ECH SQM DBA AAPL GM DFJ IRL EWI LDK NOG OAS KOG CEO SHI RDSA ABIX IP HOGS SPWR GHM GTLS TRP ANZBY AVIFY DTEGY GMO IPI POT TMUS PRGAF TOT CNAPF OMEX CXW CDE BGPIQ BH STAR PRXI"
"2011-01-11","DGWIY DYP AONEQ UFPT T CVX INTC WRLS JOE BG WMT CSCO MSFT ARCB CRUS ON IMKTA TCK UNP CSX NSC ARMH ENTR MIPS TPLM CELG SYK TINY GLD"
"2011-01-12","XOMA ELN PPO BZC SVU GAP MMM CMI NPO FCEL CAMP AXTI SAM UFPT SORL TIII MDT NTZ CUK OTIV DMRC AUTH TOT CLDA OREX DEPO ASFI COSN ORBK AUDC CRNT XIDEQ ACPW ESNC PG UL AVP APOL"
"2011-01-13","AMZN AAPL GOOG ABT GEGSQ CERS CRIS CGEN ARLP DD CHBT DNSOF NIVS JST ACAS BIG RSH SHLD JCG ANF RVMID SO AEP EXC GIS MSFT ARMH INTC GDLNF"
"2007-07-27","RDEN FL SDS HLYS BX CLS AAPL GOOG YHOO WDC BLLI PMRY ZANE SUNEQ STRA BBBY PG ABT CLX"
"2011-01-18","TU IDCC NOK AMRN AAPL HRIVF MSFT INXX HCBK SAN IQNT SNDA SOHU NTES C JNJ ZIOP ARO TBT TLT BHP POT MOS INTC CCME SHLD DISCA VIA TIVO CLR RLMXF HES CACI MRK PFE BMY WINA TRBR CCOI AGPPY IMPUY CTRP"
"2011-01-19","RRC AB BCRX CILE AFAM AMED LHCG FCG GASX GASL AA SLGYF WY CA HPQ NIHD ESRX MHS CVS ELNK DELL CMTL OPST AAPL BIOL REFR PRSN SUNEQ LF CTRN NAVB CAH PUDA VOD VLTC CHH LDK URG URZ UEC CREE CCME XIN APSHF MCD GS BP UCTT ORBK QUIK PM CIM NLY AGNC KO WMT PG CRM DE BBRY CLX CLDA ANIP FNV RGLD SAND ARIA MRK RTN ALXA AGQ GDXJ GLD AEO FDO SHLD TLB"
"2006-09-09","GLD NEM GG"
"2006-09-08","DELL DW WILC"
"2007-12-14","GILT BIDU JASO BBRY MDSY RRM WILC BIIB"
"2006-09-02","MCD CMG"
"2006-09-01","ATW DLX JH RADA TATT"
"2006-09-07","HBI HSH AHO MTG WNR SWW"
"2007-12-17","NOV GRP RETIRED ILMN MHS WCG SIGM PAL SWC IBDRY FPLOLD ACXIF RE ASH OCR FCX BHP VALE DFC UNH ANTM CYTX XRTX"
"2006-09-05","WMT COST TGT DRYS EGLE GSTL CAT JOSB GSF RIG DO ARCI CECE STLW BBRY NOK PALM"
"2006-06-18","BA LLL SNHY ADBE"
"2011-02-18","GE DIS PG PLX ALPMF AVEO PFE MKL AXP SPY ATPAQ SPWR SU CEO HOLI PAL GLD TBT DNDN EOG CSIQ DQ HQCL ADM CCME STO SDRL GDLNF AGCO"
"2007-12-16","CSCO ORCL ADBE TU JCP VSUNQ FTR BHP RIO JBLU AAL UAL LINEQ"
"2006-05-10","FS NEM FXE CAQ CZJ BHP"
"2011-02-11","KOG XRX NOOF VXX XIV FAS EGYP OIL GLD LOJN IBIO LNG NOK AAPL MSFT MRK PFE EXK AGQ DBS PNRA F RICK MCPIQ CSCO WCN WM RSG ASYS"
"2011-02-10","LEN DHI TOL RDSA AEG UN CMG MCD CEO ZOLL SUMR VIT SMOD MIICF UTIW CSCO NAVB WFM CVX ORCL JNPR GOOG TZA VXX HAL STP REE AFAM IDCC DIS"
"2011-02-13","TIP TIPZ SCHP SYMC MBT VIP SPKKY TLSYY CCME VLO SURW"
"2011-02-12","MSFT NOK QCOM DRYS AAP NVR SBAC"
"2011-02-15","CNVR DELL EQIX DFS STRA EWJ CEW YRCW MCZ EA TTWO ADI LIT RDNAF TLTHF MSTX STLY RVT ESOLD CCJ URZ ZFSVY TMWEF ATPAQ AN DISCK DISCA"
"2011-02-14","SIRI MAR LLNW FCX LPIH ACTS EXPE ATVI STT PNC STI EXEL CSCO NOK WHR GOOG MFCB CLF KHDHF MRCY BSQR EXG ETY WMT TGT COST REN ALXN ZIOP"
"2011-02-17","SPWR AAPL GOOG BBRY SIRI SPPI CCME DIA CB TRV MET ADSK CSCO APRI THLD DCTH JASO VALV CVI TXRH BWLD MSFT NFLX ITRI CFX ADX CBS"
"2011-02-16","MRO MHS HDB BTUUQ CCME DEER TRIT RSH BP RDSA XOM APRI OA CLDA KO WFC AXP CNEP AAPL NKE ADDDF UA SPPI YGE BRKA BRKB SNSS HCBK PNPFF"
"2009-02-23","BSX SHW TEG KO OLN DOW OXY RGC BWLD PNRA MMM MCD GIA TIS AAPL EZPW FCFS ABT AVGN NTII KR MYL ORLY AAP PBY BRKA BRKB ABAT CBAK CRTP"
"2009-02-22","QNMNF KGLIF GLBXF ABT USO SPY SDS CAKE SUNEQ KO PEP MNST PBY AZO ORLY NOC BLX SLW"
"2009-02-21","HPQ NTRS"
"2009-02-20","PCLN EXPE SOAP UDN UUP BAC TCP SDS SPY ICLN PBR"
"2009-02-27","FMMH LB TRLG OCNW ORLY AZO DRI GOOG BTUUQ MA WFC C BAC PRPX NTRS"
"2009-02-26","AMZN MON WGL SYY ACL AXS BAC CF TRA AGU TM AN EV BRLXF CHDVF GLHIF"
"2009-02-25","JPM KGC MDLZ COP HON CSIQ TAN KWT MSFT BCE MVL GGP AMFW GOOG ALX TGT DPS RF UCBH CARV PAAS SLV GLD AAPL INTC MRVL AVGO CPA ADBE"
"2009-02-24","SPY QQQ DIA AAPL NCX TCK SAFM STON BGS MEI CQB GRMN GLD UUP SLV SWHC IIF IFN INP NVDA AMD INTC PRSG PRD BAM NBDFF BRP GGP RY TD CM TEVA AZN PFE T"
"2009-02-28","AAPL ACN DELL APOL"
"2010-06-18","AVGO OAS ARO KIRK GYMB EPI AIA FXI MU APD AIQUF TRC"
"2006-06-21","RESP RMD BBBY MBIS NNDS GILT"
"2006-06-22","AMGN TEVA RHHBY RGC EXC PD SPKKY VIAC GERN STEM"
"2006-06-23","VLO ELOS LEV"
"2009-03-31","CMCSA WIT IBN HDB GFA MELI ABB IXJ KXI IXN RVSN GEC SILC GGP LPS XLF KBE C SCI IEC ANZBY BAC TEVA ABT BBY AMZN SHLD SBAC PGM PTM CBR ROL WBA GPC MGA BWA ACLS NTII NICK APH AFL"
"2006-06-26","TTM KPELY AGN FMD VITL OGE VALU ELOS CUTR PMTI"
"2006-06-27","RHT NOVL PTEC"
"2010-06-10","SUR NATL PGR ATVI MSFT SYMC UXG MNEAF RBYCF BP VOD GG CCL RCL DWA SHFL CIEN SYK AAPL UUP SPY DIA RDSA STO TOT"
"2010-06-11","SIEGY PAL SWC PGM PFE RDSB RDSA BP CVX XOM IDX GLD SLV SH CPWR SLW PAAS FNLPF EADSY PABL TLT TBT IEF"
"2007-01-30","AMGN ZLKKF MSFT ATHR AGIX SBH LUB PHRM FTEK GOOG"
"2010-06-13","OGEM FRI VNQ RWR FXE EU ESV MDCO IEF LQD HYG JNJ RGLD ANV ESPZF DLM ADDYY KO HYMTF JCI TBBK BP ABB ENS XIDEQ"
