"Date","Tickers"
"2012-09-26","CHK ONVO NWBO IMUC GMCR AAPL LVS NOK MSFT PH UTX AMZN POT LNG TM STX WBA OXY AWK LEN TSLA WMT XOM C TTNP BDSI RBGPF MRO GNOM IBM PETM CHGI MTX VHI VVUS CLMT QCOM GOOG ATVI SIRI AIG GM NBL ATRI DUK BBRY FXCNF QSEP INTC"
"2012-09-27","SLW BBRY SIRI WM COG DW WGO THO FH LPIH AMD GE CAT JOY DFS MRO END LSE MU F AMZN APA YHOO TXN JBL FSS CSCO FRAN INTC AOSL MDLZ GLUU AMRN RDSA XOM BYDDF TLRD HRTX BCOR VICL MVG GTATQ DOW ZION MCD SBUX CHK GM DUK ARNA"
"2012-09-24","FB HOG GPL ARNA AMZN AAPL MSFT RGC MDT MHRCQ NSC MA BRCD CSCO CTXS KO ACAD LVS BAC LUK IBN GOOG KOG C BBRY SIRI RIG TXRH SNHY MOH ADBE JPM WFC DHR IMSCQ S NUAN QCLN GALE VSTM CELG SHPG SBUX ILMN MSTX POZN BIDU BHP STX ABB CHTR SSNLF SKUL EDU STVF ZNGA CAR CLX ETFC NOK VRTU"
"2012-09-25","ESEA CMRE VZ GOOG TSLA BBRY MCPIQ LNVGY JCTCF AAPL AXP DFS OUTR SNE WPRT HPQ CAT YHOO ARNA LFL VICL S SPLS USB EOG F FCG CHU BMY P MSPD VSAT ABAX MNK SWY DDD OCZ NUS WBA AMZN DAL JBLU LUV LMCA TMUS GLW BOFI LF PNRA SODA SBUX XPO NSC"
"2012-09-22","MASI ARCB EBAY BP ZNGA F WFC BIDU GE XOM SIRI DRI PSX"
"2012-09-23","VICL VELTF AAPL HOG AMD PCLN HAL RDSA SCCO PM MNK SHW SO XIDEQ BRLI"
"2012-09-20","CSCO CCI LUK MON GS AKAM SIRI BAC BBBY BKS TISA MSFT NSC TEVA F MNK GRPN CHL LNKD NVDA SFLY PBEGF SCSZF ACAD OREX NBY S CRM CBOU ADBE CAT CVS AEZS ASTX BX INTC CXUSF CMA HBAN AAPL BK IRBT VVUS APKT GE GPS CHK SBUX"
"2012-09-21","AVGO ATVI SPN ARLP BTUUQ CLD SIRI IPGP AAPL MSFT VWO MCHI GXC JCP ORCL EXPE BLK SLB OUTR GRPN RHHBY NVDA XNY SBUX AMZN INTC SWKS CSCO F GM FCAU S NOK"
"2008-09-05","XLF SPY GOOG ECA TLM PBEGF RHT CTXS VMW EWN MO WMT GLW UST LUK CANL TRW"
"2008-09-04","WFC MCD LEH REW SKF XLU TAN QCLN GRN XPH IHE IHI MNST MA UEC ENIA CF HPQ TOT SYT MON ANTM UNH SSCC IP SKH DOW USO ROH DPS"
"2008-09-07","SU ECA USO AAPL NOK BBRY GXEXF SSRI NEM SCHN AGEN AXP BAC C AGNC ACAS CTSH MPEL SWY FSLR ENER FMCC FNMA JOSB TLRD AMZN EBAY"
"2008-09-06","IOO SPY"
"2014-07-31","WMT DLTR TGCDF JWN GLT BBRY UBNT TRCO CGMBF JNJ GT CASY SLW AAPL LVS GOOG GOOGL HW ETP GE SIRI TCK NATH DWA CVX MU NFLX FB FSLR IAG MTSI CPHR UA EGN HK AAL UPS RICK SGAMY AGN FRO CLD WFM III MCD PGI PCL GSS BP NOK AAP PURE SBUX TTM TGB EMN PEIX BAC NE SVBL MAT MRO SRMC LGF BRKB BRKA ZOES WFT KMP ABX CTRP LGORF MAUXF IVC DOW DAL P F BTE"
"2014-07-30","TCKGF TCKGY APTS AMZN CYD NOK DLTR FB GE AG PEP KO EVBS IDLLF VIAB HBI K NVS SWFT ISRG TM XOM POT BP AFOP SYMC GFIG FNMA BIDU AAPL GLW ATNI VBIV CHK GOOGL GOOG DRWI VOXX VLO TEP STOSF POZN GLGI DLPH AL SHSP CIT LUK XRX ECA KIN ALSK SMTAF WIFI LGND GILD PDCE COP PM BTI SIRI IHG TSLA HCA SLAB BWLD IPAR RSPP SLB GTATQ ADUS MSFT T VZ AMGN CBI INTC WDC"
"2012-09-28","IYZ S T F AAPL SIRI CAT SRPT AKS BHP CLF DRYS NKE HW VALE ARNA MCPIQ TPX HRTX CTIC SNE CLSN ICON JOY GLD AMWD NOK BTH DCTH GE NWS GOOG MRIC BBRY COST VELTF KNDI AGCO TVIA AG"
"2012-09-29","SPWR HPQ MRO AAPL FB QGEN F"
"2008-01-03","TIP IPE LDK TBL CELG AUQ MNST MGA WFC WMT TGT SOFO"
"2009-03-29","MA V ADM TSCDY WMT DJP MMM CAT EVLV DO NE RIG DBA MON POT EQIX SDXC PCR FSLR YGE SPWR GGP FLIR"
"2008-01-02","YHOO IRE NTRI YRCW BWLD TTM MNST DRYS DSX QMAR NGLPF FSLR RZTIQ"
"2006-06-30","ORA EWW CGPI DECK THQIQ"
"2007-09-02","HPQ RVSN MTLK BSI WFM STT GR"
"2010-08-30","GMXRQ BBEPQ AHL SPR DCI MAN CSGS MO MGEE BOBE CVS BBRY AAPL HPQ T MDVN COCO DXM SB ARO ANF GTATQ VALV ATPAQ CL VASC ANGO ATRI"
"2007-09-06","TEVA ALVR CMVT GLBC MS LEH MER DUNRQ IBN HDB AAPL RNWK"
"2007-09-07","TUTR SA NEM GLD SCMR GDX IAU BSC GS MER"
"2007-09-04","WDC INTC GLD VSUNQ WBMD"
"2010-08-31","XOM DIA WMT AIXG AOD ARCC MDT JBSS VIFL BRKA BRKB JNJ FRMSF SVM SSRI SIRI LMCA HMN XRTX HES CHBT SPY CPL SNH S DCTH INTC TBT EGO TAYC WNR SLV SIVR DBS CROX"
"2007-09-09","CLF ATHR VEOEY XTO"
"2011-10-21","F JNJ INTC GMCR GE BBRY CLR WLL DNR MSFT ORCL AFL ACN MU HPQ SPLS RVBD AAPL JNPR EXC CSCO GDX SIL GG OVTI YUM SIRI AMZN MHS CROX SEB PLCM ISRG AEZS KERX AXTI"
"2007-02-21","HNAB NVD DRL WHI BHP CCJ LEU BSM MORN ONXX RIBT"
"2007-02-20","ANSS DASTY AMAT FMCN AMGN FEECQ PALM PPC TSN sdaold GGG HSY MRK CSOL CLRK QQQ DIA HW DELL TIP DVY ADRE PCL NVT AHO CHL VOD MIICF AFC CRESY ANGO"
"2007-02-23","NTDOY ALJ CRUS RRGB BOOM"
"2011-10-20","MSFT CL TPLM PNX GOOG SIRI TZOO GRPN BCR TXN AU WFT EDMC DV LPHI EVEP PTEN INTC AAPL"
"2007-02-25","FITB FOSL RJETQ MHK BAM"
"2007-02-27","INHX CAPS WCN WM WSII BRNC FMCN BOOM MDGL"
"2009-12-22","PRGX WMT SMG CLX PG GGP GSK XLP IYZ IXJ PFE GE TEX MTW C SAP IBM HPQ COP NBR WM LEU WAT AET CI HUM MNTR CLDX IMUC AAPL BBRY S CBR IGV CORE RGA NIHD AMD INTC ECA CVE ONAVQ DRYS DSX"
"2008-01-09","MRK IONS BIIB GLD GDX IAU CCTYQ SBBFF SIL SWK HOKUQ CTRP LONG TLM CPST ABVA GASS"
"2007-08-24","BRLC BRCD NPUCF EWH TGT DXPE DKS"
"2008-03-04","MRVL THMR GU RY HTE MNK WZEN IKNX DE POT MON DHI C EOG SWN FCN AMZN"
"2011-12-26","AAPL LVS HAL SLB HMIN LDK"
"2010-03-01","S DISH HYG VSEC ILI ISIG CAPS JJC DBB SQM ACU MO KMB CB CHCGOLD SOKF CMDI GGP MHH SPG HRB INTU JHTXQ GILD NVS UEPS TEF SIRI AAPL BOOT"
"2009-12-23","MCD HBI SBUX LCAV TLCVF GLD ROY FNV PPA ITA DRWI CRNT S INCY LLY GXC HAO FXI ACET CACH DIVX NG SA NEM AMZN GOOG PARR CXPO DVN AXPW PETS BLUD BCPC NVMI MRVL CAMT ORCL"
"2007-06-10","GPS LB AMZN ESLRQ TWB CSCO HPQ PLCM WYN EYE KMP PXD FST"
"2007-06-11","ZIXI MDRX CAM KBXRF CLI AUXL AFFX ILMN SWK ZBH AIT ETFC TST AMTD AKAM XME INFY MYGN BRKA MCHB BRKB RIBT WYNN AMG FIG GLRE QCOM BAC UEC ICE"
"2007-06-12","DF MDVN BBX IMGN RHHBY CRYP PBA XOHO"
"2007-06-13","PCL PCH WY GE TWIN AGN HMRZF DOX NBF EICU CNQR"
"2009-04-18","AGN JNJ LIMC TATT AGU CF TRA NTDOY SNE"
"2009-04-19","GOOG HURC PNQI EWX KO NSRGY QQQ DIA SPY ODP AXPW PFG"
"2007-06-17","TGT DIS GE NFLX DISH CMCSA Y LEH AEO AAPL EFA BID"
"2009-04-14","NUTR SPRO HRB INTU EWY UNG FCG KWK CSL STJ BAX BDX DELL CGA QSII DBA COW GCC GOOG YHOO MSFT RSX MOO ABT"
"2009-04-15","DIA QQQ FAF FNF ANTM ESRX WMT T VZ SEE DPU DYY DBC SPY MA V AXP UBS COF BAC CGA ORH FRFHF INTC"
"2009-04-16","OCN NOK LGERF BBRY JOSB ADPT CHL DELL ASIA EDGR RRD BNE PTM PGM CP KO CL DIA GLD IAU UTMD AFAM AMED GTIV NIHD RST SLV WMT RHIE UNG"
"2009-04-17","XPH VHT T VZ INTC AAPL WFC PNC AIG HCSG FCFS CSH MVL BAC BACPL C BBRY DPDM AA FXY FXA WMT RF"
"2009-04-10","ATPWF ESIUF BP AZO AAP ORLY CAT IGN XRT RXI"
"2009-04-11","BBBB SKIL RLRN CTIC SPPI NVS AROC EXAS SNY"
"2009-04-12","AXP BAC C BBBB SKIL RLRN BRKA BRKB OHAI MORN BRID AAPL ACAS"
"2009-04-13","JPM AN GMCR AMZN GOOG YHOO MSFT UFS NE BUCY HYG AWX BNHNA NOVT BIREF EAC XEC"
"2009-12-20","GE VOD RDSA TGOPF AUTNF EXPGY ARCC CVX DIG CIB EC GXG UNAM HTH BIP BAM WTW NTRI NKE"
"2007-01-02","WMT SHLD TAP GM ITW AMGN TEVA DO"
"2008-09-25","TSN NDN BIG BJ BRKA BRKB GS EAT UWKI DELL WMT GEX"
"2009-12-21","SWKS QRVO THS FIRE MFE ARST C AMSC CREE BCRX XWES RAMPF FAN KWT TAN FMCN VISN CCME D GAZ UNL UNG BKE FDO FL"
"2012-06-07","NOK BA ASTX TLRD SPPI NBL GOOG ENVI FB HLIT GV EBAY SDRL LULU SIRI GCOM HAIN MDR GG SQM CAT MCD OXY GNE AMBO AKS NUE STLD JASO WFC WRES RHT JPM BAC C DISH ORCL TPX AMD CHK TCK MU OMPI ACN WMT AXP DNDN QCOM DELL RSH MSFT NBY S PG DRI TRI WDC VAR ECA FCX"
"2012-06-06","X WFC DVN GSK NUSMF HAL ACOM BBVA JPM BBRY GE AMRI CLDX RHHBY THLD NOK GOOG QUIK T MSFT NFLX DNR ABT AGN AUXL AFL CBI HPQ EPRS OIGLF CHDN EIS TEVA PRGO XOM OUTR BRKB SSNLF INTC CEVA DISH LXU WFIFF PSUN HSH JCP BIDU SINA STMP JNJ F VOCS"
"2012-06-09","AUY L TROX S NAV GE ORCL"
"2012-06-08","BIDU SD S F HES EOG ORCL MCD RBA CSCO PBY GE CELG AAPL GOOG BAC C JPM POST NBN CLMT ENZ MSFT CDE BKS TDG LULU NOV GALE STP INTC JOY AEGR WFC NSP YPF"
"2008-09-24","NEOG SWY RF SHV LDK GS BRKB BRKA VTR MTU SMFJY MFG BIOF ADM MRO VMW CML RIG ESV DO SPY QQQ DIA LEN FDS MDLZ"
"2006-08-29","AXE BAC JNJ OSTK SHLD FOSL TIF UDR"
"2010-01-24","SPY TIP DIS GLD ICE CLBS HNAB CYTR EBTC OKS OKE AAUKY AKS ASIA"
"2010-01-25","XOM XTO MCF DGX MYE ATVI O C BAC JPM OGLDF AGCBF SIEZF AAPL VZ T MOVE HRL WLL CL MCD GRVY SYA BRKA BRKB"
"2010-01-26","ACFN KOL PKOL TBF JNJ ABT XLV MTNOY BOFI AAPL BBRY MXWL XLK INFY EXFO ECA MMP BWP IPSU SIRO PLAB MDT RAVN ACOR CREE PHG VECO NCIT CHUX SCSS TM MMTOF AONEQ COP TOT LUKOY"
"2010-01-27","GGP SPG BKS MCK X SPPI AAPL UNG OIL USO CIHD KO FLWS VOXX BOFI KED HYC AAXJ FXI ADRA DOW SU TOT ERF DVN PBR CVX XOM GS AMAT LRCX CAMT C JPM WFC"
"2010-01-20","EAT SYK BDX RHHBY ABT AFAM EZPW DECK HYG COH TIF MOV AA MON CVX CBY ACL NVS BRKA CBS JWN FXE UUP CHK TOT COP WEN MCD YUM CRNT DRWI S TEX BUCY ACAS OSIS LLL ASEI BRBMF IPE LTPZ TIP BWLD CMG PNRA AAPL GRVY"
"2010-01-21","TD RY SLV ESI ENOC GLD SGOL IAU PG JNJ T WDC STX DELL HPQ AAPL DBC TBT ITUB AMX BIDU XRA AU ABX BBRYF NOK"
"2010-01-22","CHOP HSIC ALGT AAPL EL FISV FSC GAM BRKA BRK GFA EMDY CHCGOLD CMDI ED SPGI FDO TSL YGE STP RSKIA POT IPI BHP"
"2008-08-10","AUXL APC DVN XTO VSEC AWK RWEOY AYR APL ATLS MCD IBN"
"2010-01-28","NUE X FCX EZPW FCFS CSH HON CSCO DBC DJP GSG LOV IAC YHOO MGM JNJ GS MCK QLTI CNU LHCG DCP HPQ MSFT AAPL VZ GOOG TM CSUH GNVC DKS MU MRK AMGN BYERF"
"2010-01-29","COF AXP DOW NFLX USO UNG NIB AAPL BBRY NOK CROX NE APC ME PXP HEV VLNCQ ALTI UVV MKL RAI LLY HI NTRI WTW KTCC DLM DOLE BRID AMZN GOOG AOBI CAHSOLD LLEN ZSTN JKHY"
"2016-10-20","RL AMZN PM TWTR AAPL RILY BAC GOOG GOOGL OCN GS INTC IRIX TSLA AG SLW FCX BABA QTM CEMP P IMAX RSPP FOSL GLGDF GWPH DIS DDD OAS BEP ECA MGT JNJ GPRO TTWO EBAY UNH VFC"
"2016-10-21","NKE VIPS SKX NSU GIII GOOG GOOGL CBSA AUY MSFT HL ORM WBA HAS ESV INTC TGD GILD NVDA TSLA AXP ETH BRIZF DFIN MHGU HAL ITMSF UEPS OAS OMER RAI AA CRAK XEC ING NE"
"2016-10-22","SKX ARQL MCFT GPRO GE"
"2016-10-23","GDX NUGT GGN SAP AXAS MSFT CHK PSO ITW PYPL FB SQ CBI TBI"
"2016-10-24","TSLA PYPL MSFT SBUX NAK IEHC VMW ICON EEP HBI WLL AIRM FFBC AXAS AMSG VRX DFRG B HII WNR HFC AMZN TXRH STC UAL CVX NTDOY AAPL APA LPTH ADXS CSX BAC KNL EBAY KMI HAL SDRL JBHT LUV SAP PFE FB TWTR PNRA SYT CC HON DRETF AMD SVNLF SVNLY GME EDIT RTTR VMI BTCY NFYEF SAM BUFF SKX GPRO URI GRSH NE FNMA FMCC F CMG"
"2016-10-25","DFS CMG MSFT ATVI PYPL MRK POT UBNT MO ADTN APC CEMP GM BA BCS WATT T TWX NVDA AMD GS PLG MGM TWTR TTWO BHOOY VZ CSFL SANM ENPH FSLR WM TEVA BHP ASTLY UNP WLL LVNTA LVNTB ABX COL GELYF GELYY NBR GNTX EPD COF INTC CBI NFLX"
"2016-10-26","SIRI ACAD CVLT ARIS CDXC VSI PYPL KEY JBLU AAPL IQEPF SNPS ARIA SAVE SBUX TWTR EXTR PM MO TEAM CCJ GBT DAL MSFT WAB BCS GOOGL AMD MYL AZO SPWR GNCA IPGP FNMA FMCC SRG USG DKS BAMXF CE BIG SKX XOM CLR TIER PHG LGCY"
"2016-10-27","JETS FAST SLCA KMI SPU BIIB HES ABX FSLR SLW PRTDF BAC CHK QCOM INSY VBIO ZGNX AAPL VRSK AMD WATT EOG SZSMF PFE EW GTE SUNW GIII BHI RXDX BEN MSFT SNE ABB MDGN KATE GXOCF XLNX INTC MTNOY GNW FNMA FMCC RWEOY MU GILD DB PWE GDX GDXJ ICGQF BDL CAGDF TCPTF BA MS LULU COST TGT WMT GOOGL WLL FCX"
"2016-10-28","AMZN GILD UA GLF BWLD LGIH PNRA CMG AA DIS QCOM NXPI AXLFF XOM SNE AMD WFT WLDN TD GLUU AAPL NMPH ESV RUBI T OCN CEMP TRN WBA SLB COP FNMA FMCC PG UL UN MAT FCX CELG NRCIB MIMZF TTWO OXM VMW NKE"
"2016-10-29","ESV NEM SIRI CLF ANDE JAGGD WTBCY MCRN"
"2011-11-27","GOOG DXM DPS GMCR DLB ANF LYB CVE LINEQ LIWA MT T DTEGY VZ AAPL"
"2009-12-27","PWE PGH MSFT IGF GII CENX TMH IPCM EMS HUSKF"
"2008-08-14","USB GS UYG ANW SEMFF AAPL GOOG HTE PWE PBA GMXRQ CNC HQCL CMEDQ KHDHF"
"2008-08-17","AMZN EBAY GOOG RSX EWZ BZF CKR IHF IAT ITB RZTIQ MBI AMBC KLIC NVO LLY SNY SLB WFT BHI RHDC IDARQ AAPL NTGR ACFN MTL"
"2010-03-02","ADS CTCT GAME SNDA TM XRT XLY YZC PUDA PCXCQ EDPFY PT ASDOF ENDP TCK FQVLF JJC EAIAF ARVCF MRZLF KO OXY COP RGA CBEH CYH CHK BAM AUY OSIP ARIA SPPI DELL HPQ IBM FCX BMS ATI CIWT CBS CREE GAIA WFM BRKA BRKB CVS GAZ FCG UNG IWM IJS IJR"
"2010-05-18","HPQ IYK DIA IEF USO UNG SPY EWX DEM AGEM CERS OC AKAM BP AA FLEX O VTR PGF GE ABB SIEGY A MFCB CLF QQQ EPD EWJ EWZ NILE TIF SAN TUNE"
"2010-05-31","GE WBS BRKA CLB PFE MRK JNJ AAPL MSFT ILF GML BFR RCI BCE TU"
"2010-05-30","FOR DO L CKGT LTUS MDLZ GE PHG CREE TEVA RHHBY LZAGF JNJ WMT MSFT VECO HQSM MXWL XIDEQ AXPW BP RIG CAM SIRI LMCA"
"2009-12-24","PAY SPY EWZ ECH NG WMCR MELI THD TFOLD TTF CGEN PFE T BEN ENSG MGI MDT XOM FCG GAZ GLD SLV XCO EZPW WDC CRI GYMB PLCE SOL CTAS"
"2008-10-21","AAPL YHOO VMW SPY EEM CROX ACMR BBW PFE BRKA BRKB"
"2008-10-20","OIH HAL RIG PFF ANW PEP KO MED CASY GEOY AIR EAT ALTI ABAT HEV GLD GDX KOP FSTR STLJF XEC"
"2008-10-23","POT EWY AMGN FOF BWP KMP MTPOLD JNJ MMM KO MCD COST SSCC PBW PBD PZD AN KMX AAPL BH ALTR QID DXD NSC EWG"
"2008-10-22","ROH DOW IYH XLV VHT KSS LINEQ EBS SPY SDY NICK ESLRQ ENOC GE HON IBM LUV DAL NWA WINA TCK LMC HL TYL"
"2008-10-25","KO PG PEP"
"2008-10-24","POT IR MSFT UPS DOW SPY GE JNJ COST VCP EWZ SBS BRKA BRKB CMCSA T STO QQQ NOV FSLR TAN SPWR IWM DIA DELL"
"2008-10-27","EV GR MCHP BRKA BRKB EVGPF RSX KO MDLZ PG HAL ATML ON SPY AHBIF DBV UUP UDN EQIX CHK T AAPL VZ NCC PNC DUK XEL WHR"
"2008-10-26","TBBK CSE CNB COP XOM CVX AIR BWA F GM BRKA L NOVT GG BUCY KCI CEDC CSCO JNPR FFIV IJR IWM VB EBAY BRKB LIHR NT FBRWY SBMRY DEO MSFT AMGN CELG ADP ASH SSD SNPS ATHR VAR"
"2008-10-29","NOK TITN ACMR VSH WINN OC CF RJF SF WFC AFAM CAT BAC AAPL AVAV LMT CYNO PFE IONS BWLD INTC VLO"
"2008-10-28","SPY CEG OMRI RVSN CSCO RDSA BP VZ PFE WFC PNC BBT JNJ PEG ED TSN SFD PPC GWW UN EXPE EWZ EPIQ UBSFY LDK"
"2006-12-08","UA WETF COP AXP COF UXG"
"2006-12-07","CV STP WSTL UNH BA KO HD PFE HL FTEK RHHBY WBA UNB"
"2009-12-25","GSI"
"2006-12-05","AGCO IONS OMAB NVAX T NCMGY HLT EWA"
"2006-12-04","BIDU BBRY PALM GOOG YHOO GE NT SDA MKC GLD IAU"
"2006-12-03","IBM MSFT PHO"
"2008-10-05","JNK HIX BLW SOV SAN HSBC IWN IAT BBT ANGO ABX ACN ADP MET"
"2006-12-01","USG BRKA AMP LTRE LOGI CAV GM EWA IAF"
"2007-07-13","TRMP WMT GLBC GOOG NTDOY MSFT SNE LOGI"
"2007-07-11","APO VRNM CHKE JAZZ SIRT FOLD FHN AAPL NVS SNUS MEOH FOH NBGGY VVUS BRLC RL XFML CSR CRNT IBKR"
"2007-07-10","GXP ILA JNJ GS BLK SAF WFM SBUX R TSM PKX BNG GILD RAIL ALNY CSCO BARE HCP VTR CYXI NUAN CHCG STO DNBHF ORKLY BHP CCJ LEU BA CHK FICC CHTT CTHR HRP PEIX USBE VSUNQ"
"2008-05-30","V KTII LUV UAUA FSLR HES DUG PFE AIG PICO PARD BG ADM SAFT"
"2008-03-11","COST SPY QQQ DIA GE IGC MA AXP AMP GIGM VSUNQ COH SAFM CHK UNG ELNK MPEL JPM MDY TXN LGF"
"2016-06-30","GIS GLUU RDSA RDSB ABX KMI EXPE ERI KGC ASC ACAD CMG NKE AMD ESPR SIRI SMNUF CLD MAR SITE HRC NEM NSANY SAFLF AMT BIDU AXP PERI FRFHF AAPL HON FEYE FCF LGF STRZA STRZB RICK LAKE CAG ESV C ADMS FLL BAC ENT TXN EOG NXPI ARIS"
"2013-06-11","GGG WMK GSVC HSKA INTC DPSI ARNA ECTYQ WOR NTZ INBK TECH IR WMT AZN SVLC NBY CWBB AAPL YY PKBK CMCO BAC FMNB BBRY SAUC DKS SFG SAND DHI GG GLD GOOG DSGX SBUX ORAN NOK PNRA GSK NKE AXP BIOD XOM AMRN SVU BEAT VZ EXPR SPRD MOH MAS MNKD BLDP CSPI SQNM CF SLTM DSS JCP TSLA MGT NOAH IBM MSFT SIRI CAT"
"2008-06-13","WNR VLO HFC IOC YHOO MSFT GOOG MNKD"
"2015-02-09","QCOM SDRL CELG NXPI SUNEQ BLBD SPLK NBR EQT NANO LMT PKD DO WIZD WLT TGT STOSF GLW POWI NOV HLUYY GSVC AMZKF P CTIX GM CBS DIS DISH BHI HAL TSLA SU GURE AMZN SIRI PFE AFL GRPN ATVI INVN JSDA CAT PH GWLLY GWLLF RL"
"2007-07-17","BRLC GOOG BIDU BHP MSFT INTC IP AUY DSX BOOM ASD ROK TXT ACM"
"2008-06-12","CAKE GEOY QRCP QELP GFIG IAAC SNCR HRT LEU WY GS XLF TAP CNQ COST WMT BZP IR"
"2008-03-18","KMX WBC AN JUPM AAPL ABX GG GLD BSC JPM JNJ GE BRKA BRKB DRYS ACS GD COG"
"2012-01-29","ZNGA ORSCY FSLR JASO LDK GOOG AG BAC CJES GS JPM ARNA"
"2007-07-16","ASTX ECL BMY BBI GOOG NOOF PLA VSGN GE BAC C WFC OBQI NOV EWA FXA CSX SKNN ONT CHCG BRLC MER STT LUV DCI ITW FXI EWH INSV AIR"
"2015-02-01","AMZN NGPHF SBMSF TSLA LACDF TSDRF JJSF SLB DHI SZSMF MTGRF CAT INTC FSUMF COLTF URBN TAHO YGE WMT HAL WBA PFSW DIS"
"2008-06-11","ON MCHP FCS HEI MON XTO IFF AAPL SNCR LEH DISCA OC SCS REXX DCI RTN PG GME TLR MCD MNKD MSFT YHOO GE DOW FSLR NGLPF FCEL"
"2011-10-28","BIDU SIMO CHK CNX REXX CCJ SWFT AAPL KMTUY AMZN INTC NUS F VRTX NFLX HPQ UNH AET HUM ORCL CSCO SIRI MNK AXP ADP PAYX SILC MEG CME CBOE CVX JBSS WU SID OUTR AEZS KERX RHHBY TSM OCZ PWER"
"2010-05-17","VVUS ARNA OREX ACU FAN KOL GOOG BALT DRYS EXM WFM BBI NFLX RSX RBL CEE SU SORL SPY DIA IBM ORCL SAP RGDX MATN EPCT LDK NKSH MSA FDS GRMN CVTPF"
"2007-07-15","PBW SPWR FTEK"
"2015-09-10","TGCDF UBSH BA PLUG LULU WYY INTC IMOS HEINY NKSH RIG RDHL SLB YHOO UAL RVP MTKAF WATT TRR AWAY UNT HP BALMF LC WDC BWA PLNR GPRO NTP PANW STRP DEO XPO ADAP AAPL MU BABA NICK YNDX NRG WKCMF RNSDF RNLSY X BLLAF SAND RRTS ABB MGDDF MGDDY CNC AMGN ARSMF RDC KMI COSWF SBSA HLNFF TYPE KMRPF C CMI TNUMF WPRT CSFFF KPLUY KPLUF KORS TRV LEA DL XCO LUV HAL TIF DG DF PDCO GT"
"2015-09-11","MCK EXK CRDS FB GG WFT GOOG GOOGL TWTR HA PANW GRPN VLO FCEL GE MBLY WINT MSFT ARCH WDC VAC WDAY LINEQ GPRO RGS MWE TSL WFM SLF SAND AIG LULU CLNE HURC ATVI ROIQ AAPL INTC GILD BABA CAIXY FQVLF ORIG UTSI JUNO MITL UNXL SODA RRC MEA CMCSA SLW AU FCX ABX CONN HNNA PIR AZO KR RDY DBSDY WMT CEQP DKS URBN CVS MJN PLAY MOS ECA KORS CBS"
"2015-09-12","GILD ABG AAPL ARCTF SNE AEO GRA VRNS IPHI NEP CIG"
"2015-09-13","AMD MSFT FB DAL APC ABC FCAU PLUG APA DRYS LZB ORCL RVREF"
"2015-09-14","UA C CBD GPS IBM PG GPRO BABA GLRE KING ROST NL F AMBA IQNT WES GRMN AGX RPXC DLPH VIA VIAB EADSF PLCE USB AAPL OVAS AGN TJX HD RDCM TITN SLW GWLLF GWLLY"
"2015-09-15","NOC CMI BKE BABA YELP LPTH AAPL MSFT STMP ZNGA HDSN GAME MCF EA PNRA MCD KS HAL DPM FIT TASR F RYAAY AMZN FB NCMGF WLL MU UIHC CSCO SMMF CAH TA SDRL CRM MTL GE SSTK PWCDF TWTR JCI AMRC KORS LVLT WGA ALTR DVAX ATVI BWLD CHK TVIA AETUF PENN VVUS CRL PGNPQ MO ALR WOLWF MRO XOM DTLK TST IBKR TGH OMC NFLX"
"2015-09-16","DIS V PVG NSC WYNN SLW SCCO APC TSLA MCWEF EMR CSIQ SYRG JIVE F ZIOP AIG GRH TFECF DHI ACTS RAMPF VNDA FRAN PATK WDOFF AXP WSM MRIN APHB D GOOG GOOGL SAND KGILF SDRL JKS CARA LXFT EPAM GSB QCOM BKS BHP ABBV AMGN INTC COMM HP COGT BUD SBMRY MNKD SCKT LH OLLI GE IBM GILD WFM CE TGD HTCH BRS JBLU MUSA APLCY KR KEYS SBUX WMT BEAT WYGPF CPST WPFH ARNGF PANRF TWX"
"2015-09-17","NE SLGN NSU FTK SLW MON RAD V INTC CHGG EOG SLB FOX FOXA SHLO SSI BSQR SNMX PGNPQ JASO AAPL LUB C ENDP GILD JST SPIL LEDIF AXAS F SAVE NEM BABA TSLA BTUUQ DRAM ZNGA CBS PSG CCMP OMI FDX ALSWF MITK MHRCQ GM CLR AMG JBSS ACU TGT TSO TLLP BLRX EXTR UA FTLF JRJR SNE CWEI T DAL UAL NUE AA ANF POWI GERN"
"2015-09-18","PYDS JBLU BAC NYT AAPL MSFT NTES DIS IBM TSLA MANU AXE DDC NSAT APA WLL TAST PXD MSCI BUD KMT RAD GWR NSU S NRF ORCL OUTR PBI IFF YPF ITCI LNKD CLIR BBRY WETF INTC BFIN DVMT ANF SONC BWLD CODI GLW BLUE JNJ MMI FOX FOXA WLDN KGC UA KCLI GPS HTBX FCX ARNGF TWMJF HOV TFM AYA NE CMCSA FL MCD"
"2015-09-19","EXC MU WFC EDVMF ASM NOC CNI COP CBRL FIT HF IBM AUY ARNGF BDREF ACTS HL ROGFF FRAN VVI MLHR WMT GOOG GOOGL"
"2008-09-08","MS LEH WMT UWKI PSQ ITB CTX SPY PBP NUE FSLR LDK WDC ADCT TAN PBD PBW ATVI"
